receiver_point_number,tx_number,rx_grid_number,csi_magnitude_dBm,csi_phase_rad,x_loc,y_loc,z_loc
8,20,34,-50.98434709403688,-1.1633660994535708,0.35000000000000003,0.28643749999999996,0.0
8,20,35,-56.00162775176207,1.562024303192887,0.5450500000000001,0.0,0.45
8,20,36,-72.02270203755943,-0.5612202131371926,0.5450500000000001,0.0,0.39999999999999997
8,20,37,-61.73929007807448,2.186404079823536,0.6146525000000002,0.05460749999999993,0.3499999999999999
8,20,38,-62.656282680361066,-1.1354764930409316,0.6146525000000002,0.05460749999999993,0.3000000000000001
8,20,39,-64.73396244462853,-0.7991386686863095,0.6146525000000002,0.05460749999999993,0.25000000000000006
8,20,40,-63.768612560526535,-0.17949056877216515,0.6146525000000002,0.05460749999999993,0.19999999999999998
8,20,41,-65.2201480522532,-0.5611642834074895,0.6146525000000002,0.05460749999999993,0.14999999999999994
8,20,42,-64.32386356678003,-1.5421734721549518,0.6146525000000002,0.05460749999999993,0.09999999999999999
8,20,43,-61.256066432311115,2.1333689054458302,0.6146525000000002,0.05460749999999993,0.04999999999999994
9,20,22,-52.31581287561819,-2.1791120964669695,0.19799250000000004,0.2868875,0.07499999999999997
9,20,24,-51.24781174400887,-2.753937697089888,0.4000000000000001,0.28643749999999996,0.45
9,20,25,-50.43260254441806,-2.797119993827292,0.4000000000000001,0.28643749999999996,0.39999999999999997
9,20,26,-49.8664590910628,1.2393307663885975,0.4000000000000001,0.28643749999999996,0.3499999999999999
9,20,28,-49.76914305288034,2.8246075172642398,0.4000000000000001,0.28643749999999996,0.3000000000000001
9,20,29,-48.82588522549198,1.3567431191326234,0.4000000000000001,0.28643749999999996,0.25000000000000006
9,20,30,-49.1825630185183,3.0098764158480895,0.4000000000000001,0.28643749999999996,0.19999999999999998
9,20,31,-48.92658976310304,1.3620401629328627,0.4000000000000001,0.28643749999999996,0.14999999999999994
9,20,32,-49.6588617734096,2.813759916191444,0.4000000000000001,0.28643749999999996,0.09999999999999999
9,20,33,-49.741238083732455,1.2250171811799637,0.4000000000000001,0.28643749999999996,0.04999999999999994
9,20,34,-50.269547325781446,-2.834393484300152,0.4000000000000001,0.28643749999999996,0.0
9,20,35,-56.30675053395366,1.6079895306497098,0.5950500000000001,0.0,0.45
9,20,36,-66.78418465647356,-2.701111099526954,0.5950500000000001,0.0,0.39999999999999997
9,20,37,-53.76956470825981,-1.8418175042858311,0.6646525000000001,0.05460749999999993,0.3499999999999999
9,20,38,-52.405238042505154,-3.0511715813683633,0.6646525000000001,0.05460749999999993,0.3000000000000001
9,20,39,-52.54759978550328,-0.08036817223081012,0.6646525000000001,0.05460749999999993,0.25000000000000006
9,20,40,-52.75775577075593,0.9361744979622629,0.6646525000000001,0.05460749999999993,0.19999999999999998
9,20,41,-52.57493716950155,-0.11212679632395872,0.6646525000000001,0.05460749999999993,0.14999999999999994
9,20,42,-52.466363422927664,-3.0784428962774277,0.6646525000000001,0.05460749999999993,0.09999999999999999
9,20,43,-53.681732106184114,-1.8205685447232924,0.6646525000000001,0.05460749999999993,0.04999999999999994
10,20,22,-50.40795468509758,-1.0047736807897947,0.32299250000000007,0.2868875,0.07499999999999997
10,20,24,-50.939801017855515,-1.1082093498374326,0.45,0.28643749999999996,0.45
10,20,25,-50.00779291160957,-0.477447347449797,0.45,0.28643749999999996,0.39999999999999997
10,20,26,-49.29022467411899,-2.0968964599051185,0.45,0.28643749999999996,0.3499999999999999
10,20,28,-48.85076512979701,-0.0032078631303721294,0.45,0.28643749999999996,0.3000000000000001
10,20,29,-48.39385558335134,-1.0962358312806668,0.45,0.28643749999999996,0.25000000000000006
10,20,30,-48.5642818488749,0.7251111069832933,0.45,0.28643749999999996,0.19999999999999998
10,20,31,-48.45040256866091,-1.081682004195669,0.45,0.28643749999999996,0.14999999999999994
10,20,32,-49.08004395190418,-0.018889897190129713,0.45,0.28643749999999996,0.09999999999999999
10,20,33,-49.4878925956027,-2.141882588813597,0.45,0.28643749999999996,0.04999999999999994
10,20,34,-49.85830507945564,-0.48311724088163327,0.45,0.28643749999999996,0.0
10,20,35,-54.70672748306805,-0.30560175329643063,0.6450500000000001,0.0,0.45
10,20,36,-54.49779782734859,1.7750381754372442,0.6450500000000001,0.0,0.39999999999999997
10,20,37,-53.650892017593506,-0.3672305955793511,0.7146525000000001,0.05460749999999993,0.3499999999999999
10,20,38,-53.00047323005609,-1.5654622917633014,0.7146525000000001,0.05460749999999993,0.3000000000000001
10,20,39,-52.56125800891752,1.3939035967222626,0.7146525000000001,0.05460749999999993,0.25000000000000006
10,20,40,-52.48781529586405,2.3696496758603107,0.7146525000000001,0.05460749999999993,0.19999999999999998
10,20,41,-52.45308852696195,1.4171391121724208,0.7146525000000001,0.05460749999999993,0.14999999999999994
10,20,42,-53.2604526090457,-1.5603294371476721,0.7146525000000001,0.05460749999999993,0.09999999999999999
10,20,43,-53.55263550640756,-0.28856788860482374,0.7146525000000001,0.05460749999999993,0.04999999999999994
11,20,22,-49.06594664690309,2.229847213613572,0.44799250000000007,0.2868875,0.07499999999999997
11,20,24,-49.998832011726044,-1.8384105265433892,0.5000000000000001,0.28643749999999996,0.45
11,20,25,-49.80044411860752,-0.9756008721070234,0.5000000000000001,0.28643749999999996,0.39999999999999997
11,20,26,-49.13778554058184,-2.008681905718355,0.5000000000000001,0.28643749999999996,0.3499999999999999
11,20,28,-48.55474339444982,0.47888675532219305,0.5000000000000001,0.28643749999999996,0.3000000000000001
11,20,29,-47.883399760393104,-0.24574014681640313,0.5000000000000001,0.28643749999999996,0.25000000000000006
11,20,30,-47.92123940598914,1.6439310173539068,0.5000000000000001,0.28643749999999996,0.19999999999999998
11,20,31,-48.19574935737489,-0.26151378772259454,0.5000000000000001,0.28643749999999996,0.14999999999999994
11,20,32,-48.520715232832444,0.4607344209913594,0.5000000000000001,0.28643749999999996,0.09999999999999999
11,20,33,-49.07804364123343,-2.006397068618203,0.5000000000000001,0.28643749999999996,0.04999999999999994
11,20,34,-49.52510652438609,-0.9644782294224667,0.5000000000000001,0.28643749999999996,0.0
11,20,35,-54.54640398237594,2.659659982480044,0.6950500000000002,0.0,0.45
11,20,36,-54.65432164058807,-1.9634302588636052,0.6950500000000002,0.0,0.39999999999999997
11,20,37,-54.43624108065154,-0.623671649797166,0.7646525000000002,0.05460749999999993,0.3499999999999999
11,20,38,-52.95616775677968,-2.1238978084815914,0.7646525000000002,0.05460749999999993,0.3000000000000001
11,20,39,-53.58574121192711,0.7314134461881343,0.7646525000000002,0.05460749999999993,0.25000000000000006
11,20,40,-53.75465871856165,1.795162951083437,0.7646525000000002,0.05460749999999993,0.19999999999999998
11,20,41,-53.64931346591109,0.7595193971656539,0.7646525000000002,0.05460749999999993,0.14999999999999994
11,20,42,-53.227370410221404,-2.1233086074075405,0.7646525000000002,0.05460749999999993,0.09999999999999999
11,20,43,-54.65403982043084,-0.5436771819138079,0.7646525000000002,0.05460749999999993,0.04999999999999994
12,20,22,-48.452159249722044,0.2275803037407986,0.5729925000000001,0.2868875,0.07499999999999997
12,20,24,-50.00758566586136,0.779832261001483,0.5500000000000002,0.28643749999999996,0.45
12,20,25,-49.675556429710916,2.057896823299628,0.5500000000000002,0.28643749999999996,0.39999999999999997
12,20,26,-48.69237490630645,1.228721029077599,0.5500000000000002,0.28643749999999996,0.3499999999999999
12,20,28,-48.21275902166004,-2.3131759477973155,0.5500000000000002,0.28643749999999996,0.3000000000000001
12,20,29,-48.003709042596576,-2.98202643135531,0.5500000000000002,0.28643749999999996,0.25000000000000006
12,20,30,-47.868079379444424,-0.9646748321760658,0.5500000000000002,0.28643749999999996,0.19999999999999998
12,20,31,-47.866600748192766,-3.013642712662382,0.5500000000000002,0.28643749999999996,0.14999999999999994
12,20,32,-48.194821567936756,-2.4023098276808446,0.5500000000000002,0.28643749999999996,0.09999999999999999
12,20,33,-48.841775296042734,1.1519579189931577,0.5500000000000002,0.28643749999999996,0.04999999999999994
12,20,34,-49.761239955460184,2.9817263574327666,0.5500000000000002,0.28643749999999996,0.0
12,20,35,-54.619039124250236,-2.427676559513331,0.7450500000000002,0.0,0.45
12,20,36,-55.30163141891723,-0.8367986754294618,0.7450500000000002,0.0,0.39999999999999997
12,20,37,-54.0652992956155,-2.6296533439508507,0.8146525,0.05460749999999993,0.3499999999999999
12,20,38,-53.62863879168493,1.8901221659637475,0.8146525,0.05460749999999993,0.3000000000000001
12,20,39,-53.91088180231215,-1.558557016600598,0.8146525,0.05460749999999993,0.25000000000000006
12,20,40,-53.94624462807647,-0.5742923755732654,0.8146525,0.05460749999999993,0.19999999999999998
12,20,41,-53.83088467079749,-1.5626933787350752,0.8146525,0.05460749999999993,0.14999999999999994
12,20,42,-53.66511087655233,1.8435282284331562,0.8146525,0.05460749999999993,0.09999999999999999
12,20,43,-54.2528157595197,-2.620473315671032,0.8146525,0.05460749999999993,0.04999999999999994
13,20,22,-49.001307932058054,1.5573887536140545,0.6979925,0.2868875,0.07499999999999997
13,20,24,-50.11676547881875,0.5750956301385103,0.6000000000000001,0.28643749999999996,0.45
13,20,25,-49.70590748144558,1.820263525863939,0.6000000000000001,0.28643749999999996,0.39999999999999997
13,20,26,-48.523397485837066,0.9322512280937265,0.6000000000000001,0.28643749999999996,0.3499999999999999
13,20,28,-48.19395912236483,-2.6803340158367766,0.6000000000000001,0.28643749999999996,0.3000000000000001
13,20,29,-47.9212346931415,3.0514345381429795,0.6000000000000001,0.28643749999999996,0.25000000000000006
13,20,30,-47.6687602899484,-1.3327327464436225,0.6000000000000001,0.28643749999999996,0.19999999999999998
13,20,31,-47.92078753006719,3.038941398314081,0.6000000000000001,0.28643749999999996,0.14999999999999994
13,20,32,-48.033974991336535,-2.6687156017719715,0.6000000000000001,0.28643749999999996,0.09999999999999999
13,20,33,-49.83937648614028,1.003147125127797,0.6000000000000001,0.28643749999999996,0.04999999999999994
13,20,34,-67.98717744315937,-1.8864889610846876,0.6000000000000001,0.28643749999999996,0.0
13,20,35,-55.86442774877314,-2.9991080498417277,0.79505,0.0,0.45
13,20,36,-54.17595158090752,-1.5051493038398087,0.79505,0.0,0.39999999999999997
13,20,37,-54.52736162968627,-0.2533591962828181,0.8646525,0.05460749999999993,0.3499999999999999
13,20,38,-55.264356188257004,-1.825512435181921,0.8646525,0.05460749999999993,0.3000000000000001
13,20,39,-54.240889656947004,1.0869082662895988,0.8646525,0.05460749999999993,0.25000000000000006
13,20,40,-53.848566734546864,1.993620556890938,0.8646525,0.05460749999999993,0.19999999999999998
13,20,41,-54.38370214704627,1.1019734364667493,0.8646525,0.05460749999999993,0.14999999999999994
13,20,42,-55.303711348081,-1.830616680048101,0.8646525,0.05460749999999993,0.09999999999999999
13,20,43,-54.74220953818852,-0.1752822920650527,0.8646525,0.05460749999999993,0.04999999999999994
14,20,22,-50.61237080408492,-2.032151191384626,0.8229925,0.2868875,0.07499999999999997
14,20,24,-50.11583836244504,-2.471603554784753,0.6500000000000001,0.28643749999999996,0.45
14,20,25,-49.82999160777875,-1.6673464278526968,0.6500000000000001,0.28643749999999996,0.39999999999999997
14,20,26,-49.193158801317395,-2.7867134784813365,0.6500000000000001,0.28643749999999996,0.3499999999999999
14,20,28,-48.466006542219446,-0.42595048171353517,0.6500000000000001,0.28643749999999996,0.3000000000000001
14,20,29,-48.01291591895393,-1.0906374002600312,0.6500000000000001,0.28643749999999996,0.25000000000000006
14,20,30,-47.646212511225414,0.7464328539485218,0.6500000000000001,0.28643749999999996,0.19999999999999998
14,20,31,-48.01516083537402,-1.0694391951362248,0.6500000000000001,0.28643749999999996,0.14999999999999994
14,20,32,-48.368137483189635,-0.40164511183661256,0.6500000000000001,0.28643749999999996,0.09999999999999999
14,20,33,-50.33201137332054,-2.663872603008831,0.6500000000000001,0.28643749999999996,0.04999999999999994
14,20,34,-69.37647527397202,-2.8184698773539605,0.6500000000000001,0.28643749999999996,0.0
14,20,35,-56.41790223716718,1.804417331970289,0.8450500000000001,0.0,0.45
14,20,36,-54.49654398322458,2.560598473599945,0.8450500000000001,0.0,0.39999999999999997
14,20,37,-53.64908303164463,1.090136066886627,0.9146525000000001,0.05460749999999993,0.3499999999999999
14,20,38,-54.743264314313826,-0.8994178876570578,0.9146525000000001,0.05460749999999993,0.3000000000000001
14,20,39,-54.51963429927219,1.9467850375405433,0.9146525000000001,0.05460749999999993,0.25000000000000006
14,20,40,-54.21106613688114,2.8271589385812033,0.9146525000000001,0.05460749999999993,0.19999999999999998
14,20,41,-54.450714508030856,1.9553808247376434,0.9146525000000001,0.05460749999999993,0.14999999999999994
14,20,42,-54.9791996974337,-0.8459650987789064,0.9146525000000001,0.05460749999999993,0.09999999999999999
14,20,43,-53.97804022435868,1.098199390976624,0.9146525000000001,0.05460749999999993,0.04999999999999994
